bg_id,numplayers,best,recommended,not_recommended
1879,32767,0,0,1
23878,1,0,0,4
23878,2,0,0,5
23878,3,2,5,0
23878,4,5,2,0
23878,5,2,4,0
23878,6,1,3,2
23878,32767,0,0,3
302477,1,0,0,4
302477,2,1,3,0
302477,3,2,2,0
302477,4,5,0,0
302477,5,0,1,2
302477,6,0,2,2
302477,7,0,1,2
302477,8,0,1,2
302477,32767,0,0,3
10579,1,0,3,0
10579,2,3,1,0
10579,32767,0,2,1
255678,1,0,0,0
255678,2,0,0,0
255678,3,0,0,0
255678,4,0,1,0
255678,5,0,0,0
255678,6,0,2,0
255678,7,0,0,0
255678,8,1,0,0
255678,9,0,0,0
255678,10,0,0,0
255678,11,0,0,0
255678,12,0,0,0
255678,13,0,0,0
255678,14,0,0,0
255678,15,0,0,0
255678,16,0,0,0
255678,17,0,0,0
255678,18,0,0,0
255678,19,0,0,0
255678,20,0,0,0
255678,21,0,0,0
255678,22,0,0,0
255678,23,0,0,0
255678,24,0,0,0
255678,25,0,0,0
255678,26,0,0,0
255678,27,0,0,0
255678,28,0,0,0
255678,29,0,0,0
255678,30,0,0,0
255678,32767,0,0,0
34276,1,0,2,0
34276,2,2,0,0
34276,32767,0,0,1
3237,1,0,2,0
3237,2,2,2,0
3237,32767,0,0,2
30179,1,0,0,4
30179,2,6,0,0
30179,32767,0,0,4
280201,1,0,0,2
280201,2,4,0,0
280201,32767,0,0,2
37875,1,0,1,2
37875,2,3,1,0
37875,32767,0,1,2
170472,1,0,1,1
170472,2,7,0,0
170472,32767,0,0,3
5021,1,0,1,1
5021,2,2,1,0
5021,32767,2,1,0
22606,1,0,3,2
22606,2,4,1,0
22606,32767,0,0,2
184730,1,0,0,3
184730,2,4,0,0
184730,32767,0,0,3
179280,1,0,0,1
179280,2,0,1,1
179280,3,0,2,0
179280,4,2,0,0
179280,5,1,1,0
179280,6,1,1,0
179280,32767,0,2,0
156108,1,0,0,0
156108,2,0,1,0
156108,3,1,1,0
156108,4,1,0,0
156108,5,0,0,0
156108,6,0,0,0
156108,32767,0,0,0
21955,1,0,0,7
21955,2,2,5,0
21955,3,7,0,0
21955,4,4,2,0
21955,32767,0,1,3
150485,1,0,0,4
150485,2,0,2,3
150485,3,1,4,0
150485,4,4,0,0
150485,5,0,3,0
150485,6,0,2,1
150485,32767,0,0,4
203087,1,0,3,0
203087,2,3,0,0
203087,32767,0,0,2
194964,1,0,0,1
194964,2,0,2,2
194964,3,0,4,0
194964,4,2,2,0
194964,5,3,0,0
194964,6,3,0,0
194964,32767,0,2,0
180345,1,0,0,3
180345,2,0,0,5
180345,3,0,4,0
180345,4,4,5,0
180345,5,3,0,1
180345,32767,0,0,1
146943,1,0,0,4
146943,2,0,4,2
146943,3,3,5,0
146943,4,6,3,0
146943,5,0,4,3
146943,32767,0,0,4
2978,1,0,0,3
2978,2,0,1,3
2978,3,1,4,0
2978,4,4,2,0
2978,32767,0,0,3
289802,1,1,2,1
289802,2,1,3,0
289802,3,3,1,0
289802,4,1,2,0
289802,32767,0,0,2
256956,1,0,0,2
256956,2,0,0,2
256956,3,0,1,0
256956,4,2,0,0
256956,5,0,1,0
256956,6,0,1,0
256956,32767,0,0,2
127324,1,0,0,5
127324,2,0,4,0
127324,3,0,5,0
127324,4,5,1,0
127324,5,4,1,0
127324,6,0,5,1
127324,7,0,4,1
127324,32767,0,0,4
5718,1,1,1,1
5718,2,2,1,0
5718,3,1,1,1
5718,4,1,1,1
5718,32767,0,1,2
6976,1,0,4,0
6976,2,3,1,0
6976,32767,0,1,1
324657,1,1,0,0
324657,2,0,0,0
324657,3,0,0,0
324657,4,0,0,0
324657,5,0,0,0
324657,6,0,0,0
324657,32767,0,0,0
325191,1,0,1,0
325191,2,0,0,1
325191,3,0,1,0
325191,4,1,0,0
325191,5,0,1,0
325191,6,0,1,0
325191,32767,0,0,1
225062,1,0,0,2
225062,2,0,0,2
225062,3,0,2,0
225062,4,0,2,0
225062,5,1,1,0
225062,6,2,0,0
225062,32767,0,1,1
2478,1,0,0,1
2478,2,1,3,0
2478,3,4,1,0
2478,4,0,3,1
2478,32767,0,0,2
198775,1,0,0,3
198775,2,0,0,2
198775,3,0,0,2
198775,4,1,1,1
198775,5,1,2,0
198775,6,2,0,0
198775,7,2,0,0
198775,32767,0,1,2
60126,1,1,1,0
60126,2,3,0,0
60126,3,3,0,0
60126,4,3,1,0
60126,5,3,1,0
60126,6,2,1,0
60126,32767,2,0,0
129380,1,0,0,4
129380,2,0,1,3
129380,3,3,4,0
129380,4,6,1,0
129380,5,2,3,2
129380,32767,0,0,4
30771,1,0,1,1
30771,2,1,0,2
30771,3,1,1,1
30771,4,1,2,0
30771,5,2,1,0
30771,6,0,2,0
30771,32767,0,0,2
26147,1,0,0,5
26147,2,0,0,5
26147,3,0,0,7
26147,4,0,5,1
26147,5,1,6,0
26147,6,4,3,0
26147,7,4,2,0
26147,8,4,2,0
26147,9,2,3,0
26147,10,2,3,0
26147,11,1,3,1
26147,12,1,2,1
26147,13,1,0,2
26147,14,1,0,2
26147,15,1,0,2
26147,16,1,0,2
26147,17,1,0,2
26147,18,1,0,2
26147,19,1,0,2
26147,20,1,0,2
26147,21,0,1,2
26147,22,0,1,2
26147,23,0,1,2
26147,24,0,1,2
26147,25,0,1,2
26147,26,0,1,2
26147,27,0,1,2
26147,28,0,1,2
26147,29,0,1,2
26147,30,0,1,2
26147,32767,0,1,2
553,1,0,0,20
553,2,1,6,17
553,3,3,18,5
553,4,18,7,1
553,5,19,6,1
553,32767,3,9,8
2091,1,0,0,0
2091,2,3,0,0
2091,3,0,2,1
2091,4,0,1,0
2091,5,0,0,0
2091,32767,0,0,1
151683,1,0,2,1
151683,2,0,4,1
151683,3,4,2,0
151683,4,6,2,0
151683,32767,0,1,0
85245,1,0,0,3
85245,2,1,2,0
85245,3,2,2,0
85245,4,2,1,1
85245,32767,0,0,2
232478,1,0,1,3
232478,2,0,4,1
232478,3,6,0,0
232478,4,1,3,0
232478,32767,0,0,2
238919,1,1,4,0
238919,2,5,0,0
238919,32767,1,1,1
313002,1,0,6,0
313002,2,5,0,0
313002,32767,0,3,0
154498,1,0,0,3
154498,2,0,0,3
154498,3,0,1,2
154498,4,1,2,1
154498,5,1,2,0
154498,6,3,1,0
154498,7,0,3,0
154498,8,1,2,0
154498,32767,0,1,0
300731,1,0,1,1
300731,2,3,1,0
300731,3,1,2,0
300731,4,2,0,0
300731,32767,0,0,0
18961,1,0,0,3
18961,2,0,1,2
18961,3,0,2,1
18961,4,2,1,0
18961,5,2,1,0
18961,6,2,1,0
18961,7,1,0,2
18961,8,1,0,2
18961,32767,1,0,2
2376,1,4,2,0
2376,2,2,3,0
2376,3,2,2,0
2376,4,0,3,0
2376,5,0,2,2
2376,32767,0,2,2
286980,1,0,1,2
286980,2,3,1,0
286980,32767,0,0,2
308565,1,1,5,0
308565,2,6,0,0
308565,3,3,2,0
308565,4,4,1,1
308565,5,2,2,1
308565,6,3,1,1
308565,7,0,4,1
308565,8,0,3,1
308565,9,0,3,1
308565,10,0,3,1
308565,11,0,2,2
308565,12,0,2,2
308565,13,0,2,1
308565,14,0,2,1
308565,15,0,2,1
308565,16,0,1,2
308565,17,0,1,2
308565,18,0,1,2
308565,19,0,1,2
308565,20,0,1,2
308565,21,0,0,2
308565,22,0,0,2
308565,23,0,0,2
308565,24,0,0,2
308565,25,0,0,2
308565,26,0,0,2
308565,27,0,0,2
308565,28,0,0,2
308565,29,0,0,2
308565,30,0,0,2
308565,32767,0,0,2
219807,1,0,0,1
219807,2,2,0,0
219807,3,0,1,1
219807,4,0,0,0
219807,32767,0,0,0
14452,1,0,1,0
14452,2,1,0,0
14452,32767,1,0,0
264295,1,0,0,1
264295,2,1,1,0
264295,3,0,1,0
264295,4,1,0,0
264295,5,0,1,0
264295,32767,0,0,1
302310,1,0,2,0
302310,2,2,3,0
302310,3,2,1,0
302310,4,2,0,0
302310,32767,0,1,0
9108,1,0,0,1
9108,2,0,0,1
9108,3,0,2,0
9108,4,2,0,0
9108,5,1,0,1
9108,32767,0,0,1
270972,1,0,0,2
270972,2,2,1,0
270972,3,1,2,0
270972,4,2,1,0
270972,32767,0,0,2
7748,1,2,0,1
7748,2,1,2,0
7748,32767,1,0,1
229742,1,0,1,4
229742,2,5,3,0
229742,3,0,1,4
229742,4,2,1,2
229742,32767,0,1,3
177815,1,0,0,3
177815,2,1,0,2
177815,3,0,3,1
177815,4,2,3,0
177815,5,2,2,0
177815,32767,0,1,2
183441,1,0,0,1
183441,2,0,3,1
183441,3,2,2,0
183441,4,2,1,0
183441,32767,0,0,0
6352,1,0,1,5
6352,2,1,4,1
6352,3,4,2,0
6352,4,3,3,0
6352,5,0,4,1
6352,32767,0,1,5
94724,1,0,0,1
94724,2,0,0,1
94724,3,0,0,1
94724,4,0,1,0
94724,5,1,0,0
94724,6,1,0,0
94724,32767,0,0,0
198003,1,0,0,2
198003,2,1,1,1
198003,3,3,1,0
198003,4,1,2,0
198003,5,0,2,0
198003,32767,0,0,2
13512,1,0,0,1
13512,2,0,0,1
13512,3,0,0,1
13512,4,0,0,1
13512,5,0,0,1
13512,6,0,1,0
13512,7,0,1,0
13512,8,1,1,0
13512,9,1,1,0
13512,10,1,1,0
13512,11,0,1,1
13512,12,1,1,0
13512,13,0,1,1
13512,14,0,2,0
13512,15,1,1,0
13512,16,2,0,0
13512,32767,1,0,0
168582,1,0,0,3
168582,2,0,4,1
168582,3,4,2,1
168582,4,5,2,0
168582,32767,3,2,0
334644,1,0,0,2
334644,2,2,0,0
334644,32767,0,0,2
76810,1,0,0,0
76810,2,0,2,1
76810,3,0,4,0
76810,4,3,3,0
76810,5,2,0,0
76810,6,0,0,0
76810,32767,0,0,0
1912,1,0,0,4
1912,2,0,0,4
1912,3,0,4,1
1912,4,1,3,1
1912,5,1,3,1
1912,6,1,4,0
1912,7,1,4,0
1912,8,1,4,0
1912,9,0,4,1
1912,10,0,4,1
1912,32767,0,2,2
336552,1,0,0,0
336552,2,0,0,0
336552,3,0,0,0
336552,4,0,1,0
336552,5,0,0,0
336552,6,0,1,0
336552,32767,0,0,0
182605,1,0,1,5
182605,2,0,5,1
182605,3,1,3,3
182605,4,8,0,0
182605,32767,0,0,5
193164,1,0,1,2
193164,2,3,0,0
193164,3,1,2,0
193164,4,1,2,0
193164,5,0,1,1
193164,6,0,1,1
193164,32767,0,0,2
289565,1,3,1,0
289565,2,0,2,2
289565,32767,0,0,0
215521,1,3,3,0
215521,2,2,4,0
215521,3,5,2,0
215521,4,4,3,0
215521,32767,0,0,2
237551,1,5,2,0
237551,32767,1,1,3
251037,1,0,0,4
251037,2,0,4,2
251037,3,4,4,0
251037,4,5,2,0
251037,5,1,2,4
251037,6,0,2,4
251037,32767,0,0,4
158978,1,0,0,1
158978,2,1,0,0
158978,32767,0,0,1
257306,1,1,2,0
257306,2,2,2,0
257306,3,2,1,0
257306,4,1,2,1
257306,32767,0,0,2
253696,1,0,2,2
253696,2,2,1,1
253696,3,2,2,0
253696,4,3,1,0
253696,5,1,3,0
253696,6,3,1,0
253696,32767,2,1,1
116877,1,0,0,2
116877,2,4,1,0
116877,3,2,3,0
116877,32767,1,2,0
173337,1,0,0,2
173337,2,0,2,3
173337,3,3,1,1
173337,4,3,2,0
173337,5,1,4,0
173337,6,1,3,1
173337,7,1,2,2
173337,32767,0,0,1
23931,1,0,0,2
23931,2,2,0,0
23931,32767,0,0,2
150364,1,0,0,1
150364,2,1,5,1
150364,3,5,1,0
150364,4,4,2,0
150364,32767,0,0,1
23828,1,0,1,0
23828,2,2,1,0
23828,32767,0,0,1
268,1,0,0,2
268,2,4,0,0
268,3,2,2,0
268,4,0,4,0
268,5,0,1,2
268,32767,0,0,2
191351,1,1,6,0
191351,2,6,0,0
191351,32767,0,7,0
224675,1,0,0,4
224675,2,2,2,0
224675,3,5,0,0
224675,4,3,1,1
224675,5,0,3,1
224675,6,1,2,2
224675,32767,0,0,4
114530,1,0,3,1
114530,2,5,0,0
114530,32767,0,0,4
17924,1,0,0,3
17924,2,0,2,1
17924,3,1,3,0
17924,4,3,0,0
17924,5,2,1,0
17924,6,0,3,0
17924,7,0,1,2
17924,8,0,1,2
17924,32767,0,0,3
66116,1,0,0,0
66116,2,0,2,0
66116,3,2,1,0
66116,4,1,2,0
66116,5,0,1,0
66116,6,1,1,1
66116,32767,0,0,1
151450,1,0,0,1
151450,2,0,0,1
151450,3,0,1,0
151450,4,0,2,0
151450,5,2,0,0
151450,32767,0,0,1
209672,1,0,0,0
209672,2,0,0,0
209672,3,0,1,0
209672,4,1,0,0
209672,5,0,1,0
209672,6,0,0,0
209672,32767,0,0,0
135530,1,1,2,0
135530,2,3,0,0
135530,32767,0,0,1
140172,1,0,0,3
140172,2,6,2,0
140172,3,1,4,2
140172,4,0,2,6
140172,32767,0,1,4
9918,1,0,1,0
9918,2,1,0,0
9918,32767,0,0,0
8702,1,0,2,1
8702,2,4,0,0
8702,32767,0,2,1
1722,1,1,4,1
1722,2,6,2,0
1722,32767,0,2,2
308948,1,0,0,2
308948,2,0,1,1
308948,3,0,2,0
308948,4,1,1,0
308948,5,0,2,0
308948,6,1,1,0
308948,32767,0,0,2
219766,1,0,0,3
219766,2,0,1,1
219766,3,0,1,1
219766,4,2,1,0
219766,5,1,2,0
219766,6,1,1,0
219766,7,0,2,0
219766,8,0,2,1
219766,32767,0,0,2
166436,1,0,2,1
166436,2,0,3,0
166436,3,2,2,0
166436,4,3,0,0
166436,32767,0,2,1
1836,1,0,0,4
1836,2,0,2,2
1836,3,2,3,0
1836,4,4,1,0
1836,5,3,2,0
1836,6,5,0,1
1836,32767,0,0,3
163432,1,0,0,1
163432,2,0,2,0
163432,3,2,0,0
163432,4,1,0,0
163432,32767,1,0,0
3966,1,0,0,5
3966,2,0,2,2
3966,3,0,2,4
3966,4,0,5,0
3966,5,9,2,0
3966,32767,0,0,2
741,1,0,1,0
741,2,2,1,0
741,32767,0,0,1
147884,1,0,0,1
147884,2,0,3,0
147884,3,1,1,0
147884,4,1,1,0
147884,5,0,2,0
147884,32767,0,0,0
9135,1,0,0,2
9135,2,0,2,0
9135,3,3,0,0
9135,4,0,2,0
9135,5,0,0,1
9135,32767,0,0,1
1160,1,0,0,1
1160,2,0,0,1
1160,3,0,1,1
1160,4,0,3,0
1160,5,3,0,0
1160,6,1,2,0
1160,32767,0,0,1
264669,1,0,4,2
264669,2,7,0,0
264669,32767,1,3,2
256487,1,1,6,0
256487,2,7,0,0
256487,32767,1,3,3
673,1,0,1,2
673,2,0,3,1
673,3,0,3,0
673,4,1,2,0
673,5,1,2,0
673,6,1,2,0
673,32767,0,0,2
93400,1,0,0,0
93400,2,0,0,0
93400,3,1,0,0
93400,4,0,1,0
93400,5,0,0,1
93400,32767,0,0,0
179251,1,3,0,1
179251,2,4,0,0
179251,3,0,2,1
179251,4,1,2,1
179251,5,0,2,1
179251,6,1,1,1
179251,32767,1,0,2
186793,1,0,0,2
186793,2,0,1,1
186793,3,0,2,0
186793,4,2,0,0
186793,5,1,1,0
186793,6,0,2,0
186793,32767,0,0,1
26906,1,0,0,0
26906,2,1,1,0
26906,3,0,0,0
26906,4,0,0,0
26906,5,0,0,0
26906,6,0,0,0
26906,32767,0,0,0
43245,1,0,3,1
43245,2,4,1,0
43245,32767,2,0,1
254846,1,0,0,2
254846,2,0,0,2
254846,3,0,0,2
254846,4,0,2,0
254846,5,1,1,0
254846,6,2,0,0
254846,32767,0,0,2
7718,1,0,0,2
7718,2,1,3,0
7718,3,2,2,0
7718,4,3,2,0
7718,32767,0,0,2
66986,1,0,0,2
66986,2,5,0,0
66986,3,0,3,1
66986,4,0,3,1
66986,5,0,0,2
66986,6,0,0,2
66986,7,0,0,2
66986,8,0,0,2
66986,9,0,0,2
66986,10,0,0,2
66986,32767,1,0,2
226802,1,0,2,0
226802,2,0,3,2
226802,3,1,5,0
226802,4,6,1,0
226802,32767,0,0,4
30057,1,0,0,4
30057,2,5,0,0
30057,32767,0,0,4
32,1,0,0,3
32,2,5,0,0
32,32767,0,0,3
38944,1,0,0,0
38944,2,0,2,0
38944,3,3,0,0
38944,4,0,3,0
38944,32767,0,0,0
300095,1,0,0,4
300095,2,0,5,0
300095,3,0,5,0
300095,4,1,4,0
300095,32767,0,0,4
1950,1,0,0,8
1950,2,1,5,2
1950,3,3,5,1
1950,4,6,2,0
1950,5,1,6,1
1950,6,2,5,2
1950,32767,0,0,6
31198,1,0,1,0
31198,2,2,0,0
31198,32767,0,1,0
724,1,0,0,3
724,2,0,0,5
724,3,0,2,3
724,4,2,3,1
724,5,4,1,1
724,6,3,2,1
724,32767,0,0,3
12266,1,0,2,0
12266,2,2,0,0
12266,32767,0,1,1
55158,1,0,0,3
55158,2,0,3,2
55158,3,0,3,0
55158,4,2,2,0
55158,5,4,1,0
55158,6,3,2,0
55158,7,1,2,0
55158,32767,0,0,1
86406,1,0,0,4
86406,2,4,1,0
86406,32767,0,0,5
31612,1,0,0,3
31612,2,0,2,1
31612,3,0,3,0
31612,4,1,3,1
31612,5,4,3,0
31612,32767,0,0,2
344839,1,0,0,1
344839,2,1,2,0
344839,3,1,1,0
344839,4,1,1,0
344839,32767,0,0,2
265202,1,5,1,0
265202,2,1,3,0
265202,3,3,0,1
265202,4,3,1,1
265202,32767,0,0,2
24225,1,0,0,3
24225,2,0,3,0
24225,3,3,0,0
24225,4,0,2,0
24225,5,0,0,1
24225,6,0,0,3
24225,32767,0,0,3
313090,1,0,2,3
313090,2,0,2,3
313090,3,1,4,0
313090,4,3,2,0
313090,5,1,4,0
313090,32767,0,0,2
44614,1,0,0,4
44614,2,0,0,4
44614,3,0,3,2
44614,4,1,2,3
44614,5,3,2,1
44614,6,1,5,1
44614,7,2,4,0
44614,8,2,2,0
44614,9,2,2,0
44614,10,1,2,1
44614,11,1,2,1
44614,12,1,0,2
44614,13,1,0,2
44614,14,1,0,2
44614,15,1,0,2
44614,16,1,0,2
44614,17,1,0,2
44614,18,1,0,2
44614,19,1,0,2
44614,20,1,0,2
44614,21,1,0,2
44614,22,1,0,2
44614,23,1,0,2
44614,24,1,0,2
44614,25,1,0,2
44614,26,1,0,2
44614,27,1,0,2
44614,28,1,0,2
44614,29,1,0,2
44614,30,1,0,2
44614,32767,1,0,2
152952,1,0,0,3
152952,2,2,2,0
152952,32767,0,0,3
148744,1,0,3,0
148744,2,0,3,0
148744,3,1,1,0
148744,4,2,0,0
148744,5,1,1,0
148744,6,0,2,0
148744,32767,0,0,1
13933,1,0,0,2
13933,2,0,3,1
13933,3,2,2,0
13933,4,1,3,0
13933,32767,0,0,1
140779,1,0,3,0
140779,2,0,3,1
140779,3,1,2,0
140779,4,1,3,1
140779,5,3,0,1
140779,32767,0,1,1
166726,1,0,0,3
166726,2,0,1,3
166726,3,0,1,5
166726,4,1,5,0
166726,5,0,6,2
166726,6,7,2,0
166726,7,3,3,1
166726,8,6,1,0
166726,32767,0,0,1
17895,1,0,2,1
17895,2,2,2,0
17895,32767,1,0,0
258135,1,1,1,0
258135,2,1,1,0
258135,3,0,0,2
258135,4,0,1,1
258135,32767,0,0,0
19537,1,0,1,4
19537,2,4,1,0
19537,32767,0,0,5
93537,1,0,0,1
93537,2,0,0,1
93537,3,1,1,0
93537,4,1,1,0
93537,32767,0,0,0
258748,1,0,0,5
258748,2,0,1,4
258748,3,5,1,1
258748,4,1,3,2
258748,32767,0,0,4
232823,1,1,1,1
232823,2,0,1,2
232823,3,1,2,0
232823,4,2,1,0
232823,32767,1,1,1
93185,1,0,0,5
93185,2,0,3,5
93185,3,3,5,0
93185,4,5,1,0
93185,32767,0,0,5
46410,1,0,1,1
46410,2,2,1,0
46410,3,0,2,0
46410,4,0,1,1
46410,32767,0,0,2
172600,1,0,0,1
172600,2,0,0,1
172600,3,1,3,2
172600,4,4,1,0
172600,5,1,4,0
172600,32767,0,0,1
23761,1,0,3,1
23761,2,6,0,1
23761,32767,0,1,4
4364,1,0,2,0
4364,2,2,0,0
4364,32767,0,2,0
261614,1,0,0,1
261614,2,0,0,1
261614,3,0,0,1
261614,4,1,1,0
261614,5,1,1,0
261614,6,1,0,0
261614,7,1,0,0
261614,8,0,1,0
261614,9,0,1,0
261614,10,0,1,0
261614,11,0,1,0
261614,12,0,1,0
261614,32767,0,0,1
4202,1,0,2,1
4202,2,3,0,0
4202,32767,1,1,1
232119,1,0,0,1
232119,2,0,1,0
232119,3,0,1,0
232119,4,0,1,0
232119,5,1,0,0
232119,6,1,0,0
232119,32767,0,0,1
62143,1,0,3,1
62143,2,1,3,0
62143,32767,3,1,0
162292,1,2,0,0
162292,32767,0,0,2
199907,1,0,0,1
199907,2,1,0,0
199907,32767,0,0,1
5014,1,0,0,6
5014,2,0,0,4
5014,3,0,1,2
5014,4,1,4,0
5014,5,1,3,0
5014,6,3,2,0
5014,7,1,3,0
5014,8,2,2,0
5014,32767,1,0,4
203462,1,0,0,2
203462,2,3,3,1
203462,3,4,3,0
203462,4,6,1,0
203462,5,2,5,0
203462,32767,0,0,2
310726,1,1,4,0
310726,2,4,1,0
310726,32767,0,2,2
35395,1,0,0,6
35395,2,0,0,6
35395,3,1,3,3
35395,4,0,6,1
35395,5,4,2,1
35395,6,6,1,1
35395,7,4,3,0
35395,32767,0,0,5
4975,1,0,0,3
4975,2,0,1,2
4975,3,3,0,0
4975,4,3,0,0
4975,5,3,0,0
4975,6,2,1,0
4975,32767,0,1,1
287116,1,0,0,3
287116,2,0,2,2
287116,3,0,4,0
287116,4,3,1,0
287116,32767,0,0,2
293556,1,0,0,2
293556,2,1,1,1
293556,3,2,1,0
293556,4,1,3,0
293556,32767,1,0,1
191285,1,0,0,1
191285,2,1,0,0
191285,3,0,0,1
191285,4,1,0,0
191285,32767,0,0,1
262135,1,0,0,3
262135,2,0,1,1
262135,3,1,0,1
262135,4,3,1,0
262135,32767,0,0,2
207783,1,0,0,4
207783,2,0,5,0
207783,3,3,1,0
207783,4,1,3,0
207783,5,1,1,2
207783,32767,0,0,4
240100,1,0,0,1
240100,2,0,0,1
240100,3,0,1,0
240100,4,1,0,0
240100,5,2,0,0
240100,6,0,1,0
240100,32767,0,0,0
94255,1,0,0,7
94255,2,0,10,0
94255,3,0,9,1
94255,4,13,0,0
94255,32767,0,0,4
323707,1,0,0,2
323707,2,2,0,0
323707,32767,0,0,2
233960,1,0,0,0
233960,2,1,1,0
233960,3,1,2,0
233960,4,1,0,0
233960,32767,0,0,0
4604,1,0,0,2
4604,2,0,1,1
4604,3,1,1,0
4604,4,2,0,0
4604,5,1,1,0
4604,6,0,2,0
4604,32767,0,0,2
279741,1,0,1,1
279741,2,1,2,0
279741,3,2,1,0
279741,4,0,1,1
279741,32767,0,0,0
156097,1,0,0,1
156097,2,1,0,1
156097,3,0,2,1
156097,4,1,2,0
156097,5,0,3,0
156097,6,0,3,0
156097,7,0,2,0
156097,8,0,2,0
156097,32767,0,1,0
22847,1,0,0,4
22847,2,5,0,0
22847,32767,0,0,4
4146,1,0,8,3
4146,2,11,0,0
4146,32767,1,0,8
12367,1,0,0,1
12367,2,0,1,0
12367,3,1,0,0
12367,4,1,0,0
12367,32767,0,0,1
84088,1,0,0,0
84088,2,0,2,0
84088,3,1,1,0
84088,4,2,0,0
84088,32767,0,0,0
449,1,0,0,2
449,2,0,0,1
449,3,0,1,0
449,4,0,1,0
449,5,0,2,0
449,6,0,1,0
449,7,0,1,0
449,8,0,1,0
449,32767,0,0,2
257836,1,0,0,1
257836,2,0,0,1
257836,3,1,0,0
257836,4,1,0,0
257836,5,0,0,1
257836,32767,0,0,1
285535,1,0,2,0
285535,2,0,2,0
285535,3,0,1,0
285535,4,0,1,0
285535,32767,0,0,1
33259,1,0,0,3
33259,2,5,0,1
33259,3,1,2,1
33259,4,4,1,0
33259,5,1,2,0
33259,6,2,1,0
33259,7,0,3,0
33259,8,1,2,0
33259,9,0,1,2
33259,10,0,1,2
33259,11,0,1,2
33259,12,0,1,2
33259,32767,0,1,2
300099,1,0,0,2
300099,2,0,0,2
300099,3,0,1,0
300099,4,1,0,0
300099,5,0,1,0
300099,6,0,1,0
300099,32767,0,0,1
195231,1,0,0,4
195231,2,0,1,4
195231,3,0,3,0
195231,4,3,1,0
195231,5,1,2,0
195231,32767,0,0,1
145086,1,0,0,2
145086,2,0,0,1
145086,3,0,2,2
145086,4,1,2,0
145086,5,2,1,0
145086,32767,0,1,1
35453,1,0,3,0
35453,2,5,2,0
35453,3,0,2,0
35453,4,2,0,0
35453,32767,0,2,0
304450,1,3,0,1
304450,2,3,1,0
304450,3,2,2,0
304450,4,2,1,1
304450,5,0,0,4
304450,32767,0,0,3
103666,1,0,0,2
103666,2,0,1,3
103666,3,1,3,0
103666,4,5,3,0
103666,5,2,3,0
103666,32767,0,0,1
161921,1,0,0,3
161921,2,1,0,3
161921,3,1,3,0
161921,4,4,1,0
161921,32767,0,0,3
244121,1,0,1,2
244121,2,3,0,0
244121,32767,0,2,1
262275,1,0,0,2
262275,2,2,1,0
262275,3,1,1,1
262275,4,1,1,1
262275,32767,0,0,2
209290,1,0,1,0
209290,2,0,1,0
209290,3,0,1,0
209290,4,0,1,0
209290,5,0,1,0
209290,6,0,0,1
209290,32767,0,0,1
203560,1,0,0,2
203560,2,1,0,1
203560,3,1,1,0
203560,4,2,0,1
203560,32767,0,0,1
3662,1,0,1,2
3662,2,3,0,0
3662,32767,0,1,2
263894,1,0,0,0
263894,2,0,0,1
263894,3,0,1,0
263894,4,1,1,0
263894,5,2,0,0
263894,6,2,0,0
263894,32767,0,0,0
142687,1,0,0,9
142687,2,15,2,0
142687,32767,0,1,8
17204,1,0,0,3
17204,2,0,0,3
17204,3,0,0,3
17204,4,3,0,0
17204,32767,0,0,2
2541,1,0,0,11
2541,2,13,0,0
2541,32767,0,0,12
256780,1,0,0,1
256780,2,1,0,0
256780,32767,0,0,1
147790,1,1,4,2
147790,2,1,8,0
147790,3,2,6,0
147790,4,5,3,0
147790,32767,1,4,1
234700,1,0,1,2
234700,2,2,2,0
234700,3,1,3,0
234700,4,1,2,1
234700,32767,0,0,4
13455,1,0,2,1
13455,2,5,0,0
13455,3,0,5,0
13455,4,3,2,0
13455,5,0,4,1
13455,6,1,3,1
13455,7,0,3,2
13455,8,1,2,2
13455,32767,0,3,2
203312,1,0,0,1
203312,2,1,0,0
203312,32767,0,0,1
72298,1,1,2,0
72298,2,3,0,0
72298,32767,0,0,1
280655,1,0,0,0
280655,2,0,2,0
280655,3,1,1,0
280655,4,2,0,0
280655,5,1,1,0
280655,6,0,2,0
280655,32767,0,0,0
109922,1,1,3,2
109922,2,9,1,0
109922,32767,0,1,1
111172,1,0,0,2
111172,2,0,5,3
111172,3,3,6,0
111172,4,8,3,0
111172,32767,0,0,3
169544,1,2,4,1
169544,2,3,1,0
169544,3,2,1,1
169544,4,5,2,1
169544,5,0,2,2
169544,32767,1,0,5
41849,1,0,3,0
41849,2,5,0,0
41849,32767,1,2,1
228234,1,0,0,5
228234,2,5,0,0
228234,32767,0,0,5
54300,1,1,4,0
54300,2,6,0,0
54300,32767,0,0,4
246129,1,0,2,3
246129,2,6,0,0
246129,3,1,1,4
246129,32767,0,1,2
2885,1,0,2,2
2885,2,4,0,0
2885,3,0,4,0
2885,4,1,0,0
2885,32767,0,1,0
200351,1,0,0,2
200351,2,0,3,0
200351,3,2,2,0
200351,4,2,2,0
200351,32767,0,0,0
315138,1,0,0,0
315138,2,0,1,0
315138,3,0,0,0
315138,4,0,0,0
315138,32767,0,0,0
771,1,0,0,5
771,2,0,3,3
771,3,3,2,1
771,4,5,1,0
771,32767,0,0,4
144958,1,7,0,0
144958,2,0,4,1
144958,32767,0,1,4
273993,1,0,0,3
