bg_id,rank,name,sortindex,type,yearpublished,image,thumbnail,description,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,usersrated,average,bayesaverage,stddev,median,owned,trading,wanting,wishing,numcomments,numweights,averageweight
30539,2660,Get Bit!,1,boardgame,2007,https://cf.geekdo-images.com/6e4KkS7oadfZBYax6KUVqg__original/img/ro_DyBpxQlsDLaRvPiH9gaMMO5k=/0x0/filters:format(png)/pic6342180.png,https://cf.geekdo-images.com/6e4KkS7oadfZBYax6KUVqg__thumb/img/gY6nGDgAJC7IY1mmnDLS-Ckuekc=/fit-in/200x150/filters:strip_icc()/pic6342180.png,"&quot;You don't have to be faster than the shark, just faster than your friends!&quot;&#10;&#10;Get Bit! is a card game where players are competing to stay alive as the others are being eaten by the shark.&#10;&#10;The order of the swimmers is determined by simultaneously playing cards face-down then revealing the values. The number on each player's card determines position in line (higher numbers in front, lower numbers in back), however ties don't move.  The swimmer at the back loses a limb to the shark and is flung to the front of the line! The process is repeated until only two swimmers remain on the table. When this happens, the swimmer at the front of the line wins the game!&#10;&#10;",3,6,7,20,20,20,6267,6.14214,5.98414,1.25644,0.0,10770,252,134,842,1486,280,1.1179
274533,2669,Throw Throw Burrito,1,boardgame,2019,https://cf.geekdo-images.com/_-eHW9MfHjAClQpKkX1kMw__original/img/pGifC_XmjiKh4OI_N4DHBGt5CcQ=/0x0/filters:format(png)/pic6097313.png,https://cf.geekdo-images.com/_-eHW9MfHjAClQpKkX1kMw__thumb/img/YaB9h0hGb0UkhtreT9lZOdC8nZc=/fit-in/200x150/filters:strip_icc()/pic6097313.png,"The world's first dodgeball card game. Collect cards. Play your hand. Throw things at your friends.&#10;&#10;Throw Throw Burrito is what you get when you cross a card game with dodgeball. Try to collect matching sets of cards faster than your opponents while simultaneously ducking, dodging, and throwing squishy airborne burritos. The cards you collect earn points, but getting hit by flying burritos loses them. So clear some space and put away the antiques, because you&rsquo;ve never played a card game quite like this before.&#10;&#10;How it works: Place a pair of burritos on a table and draw cards. Keep your cards a secret. Rack up points by finding sets of three in the deck. Find matches before anyone else does. If someone plays Burrito Cards, a Battle ensues. Steal points from your opponents by hitting them with squishy toy burritos. Declare war on your friends. Some battles only involve a handful of players. Others force the entire table to engage in a Burrito War. Duel to determine the winner. During a Burrito Duel, two players must stand back to back, walk three paces, and FIRE.&#10;&#10;&mdash;description from the designer&#10;&#10;",2,6,7,15,15,15,2078,6.52796,5.98246,1.6426,0.0,7611,123,22,307,462,35,1.0857
169704,2677,Vault Wars,1,boardgame,2015,https://cf.geekdo-images.com/9sqcYxBCDE6_8rZhc8HTvg__original/img/_5dErvoIjXKNOQWBGKToKBLzsgM=/0x0/filters:format(jpeg)/pic2709486.jpg,https://cf.geekdo-images.com/9sqcYxBCDE6_8rZhc8HTvg__thumb/img/NJ8gBEmbb-i7sdgstY7-M9d4ra8=/fit-in/200x150/filters:strip_icc()/pic2709486.jpg,"Many heroes go forth to battle, but some never return; leaving behind their prized possessions. You'll be part of the bidding war for the vaults they left behind to gain valuable items -- each providing Gold, Victory Points or new abilities. Outbid your opponents, equip artifacts to gain new abilities and find the gear your up-and-coming heroes are looking for to be victorious in Vault Wars.&#10;&#10;Players will take turns as an Auction Master, leading a cut-throat bidding war to selling off Vaults full of items to the other players.&#10;&#10;&#10;     Each Vault provides a unique experience, introducing new ways for the players to bid.&#10;     No player quite knows everything that's in a Vault, and there's lots of junk to fool your opponents into bidding on.&#10;     Between auctions, players may sell off their items to gain Gold, or save them for Victory Points -- paying storage fees to keep them around.&#10;     Collect gems for massive Victory Points, Weapons to gain lots of Gold, or rare Artifacts to gain powerful abilities.&#10;     Each player has up-and-coming heroes who are looking specific items, giving out bonus victory points (but try to keep that a secret from your opponents).&#10;&#10;&#10;The player with the most victory points after all the auctions will be the winner!&#10;&#10;Vault Wars is a bidding and bluffing game for 3-5 player that plays in less than an hour.&#10;&#10;",3,5,13,60,45,60,1061,6.82048,5.98077,1.26314,0.0,2018,121,40,200,284,40,2.1
58602,2683,Cable Car,1,boardgame,2009,https://cf.geekdo-images.com/uNPum_JrNrs6lMGEDl7r3w__original/img/FU-YKTzQsHiIyVnet6avVcR6xYQ=/0x0/filters:format(jpeg)/pic1248466.jpg,https://cf.geekdo-images.com/uNPum_JrNrs6lMGEDl7r3w__thumb/img/pd_kiaCvU3ZmJtycidqxtKEKDU4=/fit-in/200x150/filters:strip_icc()/pic1248466.jpg,"Cable Car is a reworked rerelease of the game originally published in 1997 by db-Spiele as Iron Horse and in 2000 by Queen Games as Metro, with a different theme, new artwork and the components and rules to play the new, optional variant &quot;Cable Car Company,&quot; which introduces stock holding to the game.&#10;&#10;Players place square tiles onto the board to form rail lines. The object of the game is to make the rail lines as long as possible. Players start with a number of cars ringing the board. When a tile placement connects a car to a station (either to those on the edge or to the power station in the center of the board), that car is turned to indicate it has been scored and the player scores one point for each tile that the route crosses.&#10;(Slightly reworded for clarity and consistency from Queen Games' announcement of the game.)&#10;&#10;Re-implements:&#10;&#10;    Metro&#10;&#10;&#10;",2,6,8,45,30,45,1221,6.67122,5.97952,1.18049,0.0,1920,80,77,277,371,72,1.8194
255708,2692,Trekking the National Parks: Second Edition,1,boardgame,2018,https://cf.geekdo-images.com/peNOoXcF6cz-XSHzAeCx0A__original/img/FctT1rPjzHieVuprVn8ZjVlL1-w=/0x0/filters:format(jpeg)/pic4214949.jpg,https://cf.geekdo-images.com/peNOoXcF6cz-XSHzAeCx0A__thumb/img/Tmx9J7OEhN6ToX39jiIjluH_ycU=/fit-in/200x150/filters:strip_icc()/pic4214949.jpg,"Imagine yourself staring down a giant grizzly in Katmai National Park. Take a canoe ride alongside alligators in the swampy waters of the Everglades. Trek the trails that define our nation's most valuable public resource &mdash; the National Parks!&#10;&#10;Trekking the National Parks is an award-winning family board game that celebrates the U.S. national parks in a fun and competitive way. Players compete for points by claiming park cards and collecting trail stones as they travel across the map experiencing the wonders at each of these magnificent landscapes.&#10;&#10;The second edition of Trekking the National Parks features a more accessible rulebook, simplified movement rules to create a more streamlined play experience, new Major Park locations and wooden campsites that award special abilities to players, and a change to stone majority bonus points, with both the first- and second-place players now receiving points.&#10;&#10;",2,5,10,60,30,60,824,7.1103,5.97804,1.27887,0.0,2084,43,88,383,198,18,1.7778
172242,2712,Exploding Kittens: NSFW Deck,1,boardgame,2015,https://cf.geekdo-images.com/q1fHQMYtU-aajQKTYDlx7w__original/img/S3qznhrU6QolTOwZoEDiejv8Zu8=/0x0/filters:format(jpeg)/pic2815278.jpg,https://cf.geekdo-images.com/q1fHQMYtU-aajQKTYDlx7w__thumb/img/Az8jEnRuHEbXSn2TWVO4i2rE6ZQ=/fit-in/200x150/filters:strip_icc()/pic2815278.jpg,"Originally an expansion for Exploding Kittens, the most successful Kickstarer project ever, that contained cards that were too horrific and/or incredible to be included in a kid safe version. As a stretch goal this was turned into a stand alone game that can be combined with the standard Exploding Kittens deck. If you combine the two decks, you can go up to 9 players. 10 with Imploding Kittens&#10;&#10;",2,5,18,20,10,20,8603,6.22983,5.97275,1.77262,0.0,23722,476,18,362,1362,195,1.0769
337787,2721,Summer Camp,1,boardgame,2021,https://cf.geekdo-images.com/KshsJJWgb265ZQjcxyZ89w__original/img/xnOVN46wMhi0thUUWnkkYPB68-k=/0x0/filters:format(jpeg)/pic6149210.jpg,https://cf.geekdo-images.com/KshsJJWgb265ZQjcxyZ89w__thumb/img/PFAUP9Kc-FqvZedvcr8zIrmZL2M=/fit-in/200x150/filters:strip_icc()/pic6149210.jpg,"Find your cabin assignment, wring out your swimsuit, and relive the days of canoeing, friendship bracelets, and s'mores with Summer Camp, a competitive deck-building game in which players race to earn merit badges and collect the most experience points to win. Each player has their own deck of cards to play, and as the game progresses you add new cards to your deck to make it even stronger.&#10;&#10;Summer Camp differs each playing as the game includes seven different merit badge decks along with the base deck: adventure, arts &amp; crafts, cooking, friendship, games, outdoors, and water sports. Each game uses three merit badge decks that can be mixed and matched for unique gameplay scenarios.&#10;&#10;To win, players must earn the most camp experience points, points that are gained by claiming merit badges, advancing your pawns along the merit paths, and buying cards. Devise your strategy, build the best card combinations to outplay your opponents, and rule the summer as the ultimate camper!&#10;&#10;",2,4,10,45,30,45,614,7.36465,5.97209,1.17491,0.0,1606,32,93,635,143,20,2.0
192638,2722,Multiuniversum,1,boardgame,2016,https://cf.geekdo-images.com/eatXdaDkITjRMFipB_iHmQ__original/img/27hZHdzUJNztQSVFbP7HX3IJ4qw=/0x0/filters:format(png)/pic4167532.png,https://cf.geekdo-images.com/eatXdaDkITjRMFipB_iHmQ__thumb/img/x3Y3EYbgDDZDTQ_ylXGMnF-HeTs=/fit-in/200x150/filters:strip_icc()/pic4167532.png,"You&rsquo;re part of a team of brilliant scientists working on the super secret lab: CERN. While experimenting with teletransportation your team came across a wonderful discovery: portals to new dimensions!&#10;&#10;Just imagine! Once a portal is open a whole new magical dimension is suddenly very close. All you need to do is take one step forward and you're there.&#10;&#10;The problem is... The crazy wild creatures from those other dimensions can now walk in.&#10;&#10;Oh no.&#10;&#10;Close the portals NOW!&#10;&#10;Multiuniversum is a card game puzzle in which players use actions on their cards to do research, move between 5 modules of the Hadron Collider, preparing tools so they can close portals to alternative realities.&#10;&#10;Each player has 3 cards on hand and 3 actions to make during their turn. Using these cards players can:&#10;&#10;     do research (draw 2 cards)&#10;     prepare a tool&#10;     move to any machine module&#10;     close portal&#10;     use module ability&#10;&#10;&#10;When the player closes a portal they get a sample from this universe (allows player to get bonus points) and knowledge points - described on card.&#10;&#10;Each 5 modules open 5 portals. The game ends immediately when three portals piles have run out. The scientist who got the most knowledge points receive a Nobel prize and wins the game.&#10;&#10;",1,5,12,40,20,40,1417,6.5777,5.97176,1.29081,0.0,2851,139,31,237,327,35,1.9429
257,2731,Kill Doctor Lucky,1,boardgame,1996,https://cf.geekdo-images.com/HzSvdAtAiktVmdTfDEIayA__original/img/hdvDZLMGdx5EDOQFlKj8GcZkTp8=/0x0/filters:format(jpeg)/pic2923257.jpg,https://cf.geekdo-images.com/HzSvdAtAiktVmdTfDEIayA__thumb/img/fIMPwA6ZEVr9bSf7QFrsezXjafg=/fit-in/200x150/filters:strip_icc()/pic2923257.jpg,"In this notorious game, an inversion of Clue, you hate Doctor Lucky. Maybe he left you out of his will. Maybe he killed your pet rock. Whatever the reason, you want him dead. Unfortunately, so do the other players. Since you don't want to go to jail, you need to make your attempt in secret; if anybody can see you, whistle nonchalantly, and let the Doctor live ... until next time.&#10;&#10;Players move around the mansion, collecting murder weapons (to make the murder attempt stronger - doubly so if the weapon is used in an appropriate location); failure cards (to thwart opponents' plans); and movement cards (to try to get together with Doctor Lucky in a secluded location for his inevitable demise). Players try to convince others to use up their failure cards first, the better for when their own attempts come.&#10;&#10;",3,8,12,45,45,45,6721,6.15662,5.97038,1.5291,0.0,11264,373,99,748,1966,517,1.646
299592,2733,Beez,1,boardgame,2020,https://cf.geekdo-images.com/EiVjc2erZbNIGAad5IJJDQ__original/img/G66B2ystjcGb4bSRUFolhyDc1Hc=/0x0/filters:format(png)/pic5186783.png,https://cf.geekdo-images.com/EiVjc2erZbNIGAad5IJJDQ__thumb/img/gKswZWcdhZ-xt_oSbjeo_dMjIs4=/fit-in/200x150/filters:strip_icc()/pic5186783.png,"Prepare yourself to take flight as a bee!&#10;&#10;In Beez, players compete to optimize their flight plans to secure nectar for their hive. Be careful of the other bees as you will compete with them over a set of public and private scoring goals. The challenge in planning and storing the nectar will make your brain buzz!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,8,45,30,45,880,6.94257,5.97014,1.26515,0.0,2171,46,71,721,196,28,1.7857
302520,2744,Hues and Cues,1,boardgame,2020,https://cf.geekdo-images.com/jdR8WW75HkaoHGMTCIx9lA__original/img/i8nlw_c9CYgJMzixadYVh7GTTPc=/0x0/filters:format(jpeg)/pic5390676.jpg,https://cf.geekdo-images.com/jdR8WW75HkaoHGMTCIx9lA__thumb/img/EJ5gcczwsYvSavYuO4UoNPS45vo=/fit-in/200x150/filters:strip_icc()/pic5390676.jpg,"What hue do you think of when we say &ldquo;apple&rdquo;? Hues and Cues is a vibrant game of colorful communication where players are challenged to make connections to colors with words. Using only one and two-word cues, players try to get others to guess a specific hue from the 480 colors on the game board. The closer the guesses are to the target, the more points you earn. Since everyone imagines colors differently, connecting colors and clues has never been this much fun!&#10;&#10;Gather around with three to ten people to play a quick and simple game with a prism of possibilities! First, a &ldquo;cue giver&rdquo; hides a specific color they&rsquo;ve chosen out of a deck of cards. There are 480 shades on the board in front of you! After getting one- and two-word cues, everyone places their marker on which color they think is being described. &ldquo;Coffee.&rdquo; Is it dark brown, as in freshly brewed? &ldquo;Au lait.&rdquo; With milk. That means I should pick a lighter shade!&#10;&#10;Use examples from everyday life, from nature to pop culture, or materials and moods. Everyone around the table gets a turn to give cues and guess. The better your hints or guesses, the more points you earn. Play off others' experiences to narrow down what they have in mind!&#10;&#10;&mdash;description from the publisher&#10;&#10;",3,10,8,30,30,30,1273,6.88532,5.9694,1.44393,0.0,2584,42,78,569,237,22,1.1818
218050,2745,Hotshots,1,boardgame,2017,https://cf.geekdo-images.com/WUiKO5OknoVpO4daEmzGJQ__original/img/KjS3On1xRqW0PAQDjzeykkEBdtY=/0x0/filters:format(jpeg)/pic3342007.jpg,https://cf.geekdo-images.com/WUiKO5OknoVpO4daEmzGJQ__thumb/img/RevzwqAS1a_xnu4GINpGt4bD4WU=/fit-in/200x150/filters:strip_icc()/pic3342007.jpg,"In the cooperative, press-your-luck game Hotshots, crews of 1 to 4 players take on the roles of wildfire fighters &mdash; crew boss, spotter, swamper, and sawyer &mdash; with special abilities, then roll dice on burning terrain tiles to match the combinations shown on those tiles. The more faces they roll, the better they fight the fire. Players can choose to cut firebreaks, which protect tiles from embers blown by wind gusts, or push their luck to reduce flames and possibly even generate reward tokens. If players bust and fail to match at least three of the six symbols on the tile, the fire grows. Another option is to maneuver vehicles &mdash; air tanker, helicopter, and brush rig &mdash; to save the forest.&#10;&#10;Flame tokens are added at the end of each player's turn by the draw of a fire card, which can bring about light or strong wind gusts, increase the strength of the flames on certain tiles, and start fires. Too many flame tokens will cause a tile to scorch and be lost. Losing a terrain tile could also affect the game play. Some tiles are tied to crewmembers' special abilities, while others help the firefighters, and still others cause the fire to spread in unique ways. If eight tiles scorch or the fire camp scorches, the game is over and the forest is lost &mdash; but if the intrepid crew can extinguish the fire, the team wins together.&#10;&#10;The press-your-luck mechanism with ratcheting rewards creates tension, and the variety of ways to fight the fire makes for interesting choices. The modular tile layout and fire cards bring high replayability to the game, and the acrylic flame tokens provide an enticing table presence.&#10;&#10;",1,4,10,60,60,60,805,7.07036,5.96929,1.27652,0.0,1709,87,41,347,227,18,2.1667
271530,2749,Ankh'or,1,boardgame,2019,https://cf.geekdo-images.com/Knb4fcoNLCpoO0GpcoPg3A__original/img/ReZBDUp313OSrecU6wh8UQL7Owc=/0x0/filters:format(jpeg)/pic5009116.jpg,https://cf.geekdo-images.com/Knb4fcoNLCpoO0GpcoPg3A__thumb/img/xXWjsvCfCbYFnukrCuUmogb4kmc=/fit-in/200x150/filters:strip_icc()/pic5009116.jpg,"Ankh'or is a quick-playing resource management game in which each player on their turn either collects three types of tokens (with an ankh being a supplemental resource) or buys a tile from a marketplace and adds this tile to their structure, trying to connect tiles of the same color or bearing the same scarab while doing so. By spending an ankh, you can shift tiles in the marketplace and change the cost and type of goods needed to purchase them.&#10;&#10;Each player's structure will have at most thirteen tiles, so don't wait too long to start building!&#10;&#10;",2,4,8,30,30,30,847,7.00292,5.96817,1.16368,0.0,1793,34,43,346,171,24,1.7083
251420,2763,Choose Your Own Adventure: House of Danger,1,boardgame,2018,https://cf.geekdo-images.com/AJiG7qFyGopupytns6Tm0A__original/img/IAdAthtSBAHpY1deZ_6wpypj3wg=/0x0/filters:format(jpeg)/pic4092537.jpg,https://cf.geekdo-images.com/AJiG7qFyGopupytns6Tm0A__thumb/img/YM69hfb0HELThCgw6SmdZAQ1bsU=/fit-in/200x150/filters:strip_icc()/pic4092537.jpg,"The classic Choose Your Own Adventure series comes to life in the narrative adventure game Choose Your Own Adventure: House of Danger.&#10;&#10;Will you survive the House of Danger? Gather your friends for a perilous and laughter-filled adventure through the House of Danger itself. Make risky choices, collect items as you explore, and face off against dire challenges. Play again and again to uncover more secrets and different endings!&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,99,10,60,60,60,2592,6.34521,5.96576,1.50431,0.0,7350,384,68,650,663,42,1.0952
182351,2772,Thief's Market,1,boardgame,2016,https://cf.geekdo-images.com/oDqIrGJx6n9Qf6SUqEIMzQ__original/img/-MJYdnSWARcsFsUyaZv-NHgmfps=/0x0/filters:format(png)/pic2773860.png,https://cf.geekdo-images.com/oDqIrGJx6n9Qf6SUqEIMzQ__thumb/img/7Bl58-ys66y3hmEm66P8JuKJaHg=/fit-in/200x150/filters:strip_icc()/pic2773860.png,"You are all thieves! Each round in Thief's Market you roll the loot dice and split them up, then use your earnings to buy devious plans, henchmen, and finery in order to become the most notorious thief of all!&#10;&#10;When the display of available cards to purchase can't be refilled, the game ends. Players with the most henchmen and gold score bonus points, then the player with the most notoriety in cards, tokens, and bonuses wins!&#10;&#10;",3,5,10,50,30,50,1692,6.47699,5.96365,1.35699,0.0,4156,263,12,128,458,41,1.9024
172546,2831,Parfum,1,boardgame,2015,https://cf.geekdo-images.com/e_ZSrPuyjbSdtUlbFUWozw__original/img/EI2H3i7Od6sMaRc4G7ZTCkC3vzg=/0x0/filters:format(jpeg)/pic2448514.jpg,https://cf.geekdo-images.com/e_ZSrPuyjbSdtUlbFUWozw__thumb/img/1sNCdgDUHfFRK2eXH5-v1C74Bw8=/fit-in/200x150/filters:strip_icc()/pic2448514.jpg,"Who will be the most successful perfumer? Parfum takes the players to the wonderful world of fragrances. Using ingredients like vanilla, lavender, or violets, the players distill precious essences in order to create unique perfumes. Only the player catering to their clientele's preferences will be able to sell their perfume. Each customer favors a specific fragrance, which must be contained in a flask to induce them to buy it.&#10;&#10;",2,4,8,45,45,45,1601,6.48494,5.95314,1.26706,0.0,3302,237,24,211,410,71,2.0704
152237,2846,Pairs,1,boardgame,2014,https://cf.geekdo-images.com/-6Hzw9SmWRz69EEYdzKAzA__original/img/gjcsI88tOypkdTj1MmWFnsf8uXs=/0x0/filters:format(jpeg)/pic2618391.jpg,https://cf.geekdo-images.com/-6Hzw9SmWRz69EEYdzKAzA__thumb/img/3M5FmFCWCzqxRzytsJZiEf80fGs=/fit-in/200x150/filters:strip_icc()/pic2618391.jpg,"Pairs is the name of the game, and pairs of cards are what players want to avoid.&#10;&#10;The game uses a 55-card deck that contains one 1, two 2s, three 3s, and so on up to ten 10s. At the start of the game, shuffle the deck, then remove five cards from play unseen. Deal one card face-up to each player.&#10;&#10;Whoever has the lowest card is the first active player. She decides whether to &quot;hit&quot; &mdash; that is, be dealt another card &mdash; or forfeit the round. If she hits and is dealt a card that doesn't match a card she already has in front of her, then the next player clockwise becomes the active player; if the card does match, then the round ends, she keeps one of these matching cards as penalty points, then everyone else discards their cards and a new round begins with each player being dealt a card.&#10;&#10;If the active player forfeits, the round ends and she takes the lowest-valued card visible on the table as penalty points, then a new round begins. Penalty cards remain set aside, even if the deck is shuffled to continue play. If a player acquires more penalty points than the predetermined threshold, then the game ends and this player loses. (Alternatively, players can use coins to track scores between games, with the loser paying everyone one coin, paying her score in coins to the player with the lowest score, etc.)&#10;&#10;There are many versions of Pairs from Cheapass Games. The base game play is identical, but the artwork (and artist) vary across the versions. Some include special game rules relevant to the theme of the deck. In general, you can find new/experimental/user-submitted rules at the Cheapass website, and many non-English versions of Pairs also include rules for additional games to play with this deck.&#10;&#10;",2,8,0,15,15,15,2179,6.34163,5.9504,1.45616,0.0,5565,131,40,219,738,96,1.1458
213492,2874,Pyramids,1,boardgame,2017,https://cf.geekdo-images.com/t4a3ptGmPwcJP0jQjob2mA__original/img/7lBIzYzUEkZ22t8bHkvTmj1zjWI=/0x0/filters:format(png)/pic3375150.png,https://cf.geekdo-images.com/t4a3ptGmPwcJP0jQjob2mA__thumb/img/gCkLlGE0Wd-JbLJ4HualiWh1Nlg=/fit-in/200x150/filters:strip_icc()/pic3375150.png,"Which Egyptian dynasty will be the most glorious? Pray to the Gods to construct edifices in their honor and ensure your dynasty has a millennia-long posterity.&#10;&#10;Pyramids is a game for 2 to 5 players that sends you back in time to Ancient Egypt. Your necropolis &mdash; a place of eternal sleep, luxury, and glory &mdash; will be made up of pyramids, obelisks, and tombs. Select the best combination of stones in the quarry, optimize their layout, and make your necropolis the most famous in all of Egypt!&#10;&#10;",2,5,10,30,30,30,946,6.75903,5.94448,1.18558,0.0,1728,75,26,210,215,20,1.95
2582,2885,Catch Phrase!,1,boardgame,1994,https://cf.geekdo-images.com/Ttbcf-bpqawNpqB5zp28Gw__original/img/XgN8KXO7nxRhY00wxCbPF0AJy4w=/0x0/filters:format(jpeg)/pic173485.jpg,https://cf.geekdo-images.com/Ttbcf-bpqawNpqB5zp28Gw__thumb/img/vIhhvmQ9F6w1wtfYkKMK7PH8Bjc=/fit-in/200x150/filters:strip_icc()/pic173485.jpg,"Quick, rattle off as many clues until somebody on your team yells the word or phrase you want to hear.  Get as physical as you want.  Gesture. Say anything you want.  Just keep talking.  And keep passing.  'Cause if the buzzer goes off while you're holding the disk, the other guys get the point in CATCH PHRASE... the fast-passing, fast-talking game.&#10;&#10;",4,16,12,30,30,30,2390,6.33931,5.94126,1.54535,0.0,3412,80,14,86,764,162,1.1481
295374,2895,Long Shot: The Dice Game,1,boardgame,2022,https://cf.geekdo-images.com/j9RO81ihYw0_oPj6iqV_bA__original/img/-jPNsFg5d9uA7D4WGDIP3TNLHX4=/0x0/filters:format(jpeg)/pic6682376.jpg,https://cf.geekdo-images.com/j9RO81ihYw0_oPj6iqV_bA__thumb/img/iRomFjZ0oELmm1pBVtJrNwyl4nc=/fit-in/200x150/filters:strip_icc()/pic6682376.jpg,"This is your ticket to the track!&#10;&#10;In Long Shot: The Dice Game, you and up to seven other players will strategize and push your luck as the action unfolds in a tense race of eight horses. During the game you buy horses, place bets, influence race movement, and utilize special abilities. The roll of the dice determines which horses move and the options available each turn, so be ready to adapt your plans. Once three horses cross the finish line, earnings are totaled. While there are many ways to earn money during a horse race, only the player that makes the most money will be declared the winner. Will you play it safe, or risk it big on a long shot?&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,8,14,30,20,30,389,8.13586,5.93878,1.10255,0.0,1238,5,213,1122,145,9,1.8889
323255,2896,Box One,1,boardgame,2020,https://cf.geekdo-images.com/mujO6VMc_Cktpie8MZ1n9w__original/img/tOjXHtSJW7IEk7Kpf4mCeH_MtDk=/0x0/filters:format(jpeg)/pic6585382.jpg,https://cf.geekdo-images.com/mujO6VMc_Cktpie8MZ1n9w__thumb/img/dIsiEGJtJG__GYV5AAo0kF2mkbo=/fit-in/200x150/filters:strip_icc()/pic6585382.jpg,"Box ONE is an ever-evolving game of trivia, codes, puzzles, and discovery - only from the mind of Neil Patrick Harris.&#10;&#10;There&rsquo;s tons of great party games &mdash; but unlike the rest, Box ONE is designed to challenge just ONE person: YOU! And you alone.&#10;&#10;Prepare to set out on an exciting adventure like no other as you discover, decode, and unlock the secrets of Box ONE.&#10;&#10;Look closely, though, as with all things - there&rsquo;s more than meets the eye...&#10;&#10;Box ONE is the perfect gift for anyone into puzzles, codes, and escape rooms. The game represents years of thought and careful planning by Neil Patrick Harris. Everything you need to decode each challenge is inside the box. Can you decode it? Can you solve it? The clock is ticking...&#10;&#10;Please note that an internet connected device is required to complete this game.&#10;&#10;Retail: $29.99&#10;&#10;",1,1,14,240,180,240,374,8.03568,5.9385,1.42862,0.0,872,38,59,355,103,8,2.125
234190,2897,Unstable Unicorns,1,boardgame,2017,https://cf.geekdo-images.com/8_5xvpsrrX5JVzO7eBLSgw__original/img/XkKaT-quh8xGl2uHD5zULSWTpuM=/0x0/filters:format(jpeg)/pic3912914.jpg,https://cf.geekdo-images.com/8_5xvpsrrX5JVzO7eBLSgw__thumb/img/fV4UWCHC1ImGFUN7lcJju9K8_zo=/fit-in/200x150/filters:strip_icc()/pic3912914.jpg,"Description from the publisher:&#10;&#10;Build a Unicorn Army. Betray your friends. Unicorns are your friends now.&#10;&#10;Unstable Unicorns is a strategic card game about everyone&rsquo;s two favorite things: Destruction and Unicorns!&#10;&#10;From the back of the box:&#10;&#10;Learn how unstable your friendships really are.&#10;&#10;You start with a Baby Unicorn in your Stable. SO CUTE!&#10;&#10;But don't get too attached, because even Baby Unicorns aren't safe in this game! There are over 20 Magical Unicorns to collect, and each has a special power. Build your Unicorn Army as fast as you can, or be destroyed by one of your so-called friends! Seek revenge or protect your stable using your Magic! Sound easy? Not so fast. Someone could have a Neigh Card (Get it? Neigh?) and send the game into MADNESS! The first person to complete their Unicorn Army shall hereafter be known as The Righteous Ruler of All Things Magical... at least until the next game. Good luck.&#10;&#10;Contents: 135 cards and rule book&#10;&#10;",2,8,14,45,30,45,5719,6.27394,5.93848,1.73555,0.0,15586,208,16,574,1076,104,1.5192
130899,2903,12 Days,1,boardgame,2011,https://cf.geekdo-images.com/VQBydUyVwdChfP0LmcL47g__original/img/WtMnow7rstu9tjhtDoIyAkghY7k=/0x0/filters:format(jpeg)/pic2748142.jpg,https://cf.geekdo-images.com/VQBydUyVwdChfP0LmcL47g__thumb/img/cC6SQldQy-8OVocPME118klc_Qo=/fit-in/200x150/filters:strip_icc()/pic2748142.jpg,"The holiday-themed 12 Days takes the familiar &quot;Twelve Days of Christmas&quot; song and twists it into a quick-playing card game. Over twelve rounds, players try to re-gift unpopular cards while keeping cards that are strong enough to win the day, while also keeping a careful eye for bonus scoring at the end of the game.&#10;&#10;The gift deck consists of eighty cards: one partridge in a pear tree, two turtle doves, and so on up to twelve drummers drumming, as well as one card each for Mr. and Mrs. Claus. Shuffle this deck, then deal each player twelve cards. Each round a new holiday card is up for grabs, with the cards ranked from 1 to 12 and being worth 1-12 points. In a round, a player:&#10;&#10;&#10;     Gifts a present to the player to his left,&#10;     Opens presents and tries to win the day with the best present, and&#10;     Buys a new gift to refill his hand.&#10;&#10;&#10;More specifically, all players simultaneously pass one face-down gift card to their left-hand neighbor. Then everyone chooses one gift card in hand and reveals them simultaneously. Whoever plays the lowest gift card wins that round's holiday card; in the event of a tie for lowest, with the Clauses counting as zero, then the next lowest card wins. Each player then draws one card to bring their hand back to twelve cards.&#10;&#10;After twelve rounds, players score points for each holiday card they've collected. In addition, whoever holds the most gift cards for each rank scores as many points as that rank, with all tied players scoring in the event of a tie. Whoever has the most points wins. Happy holidays!&#10;&#10;",3,5,8,15,15,15,1382,6.51165,5.93791,1.14095,0.0,3053,67,42,264,418,62,1.2258
255683,2904,Roll for Adventure,1,boardgame,2018,https://cf.geekdo-images.com/PpCXeBTGxhNxL8UIZq4hGQ__original/img/Dn5HKc_oq1EPvRexTqlNPpwZqkI=/0x0/filters:format(jpeg)/pic4597144.jpg,https://cf.geekdo-images.com/PpCXeBTGxhNxL8UIZq4hGQ__thumb/img/c-lW8-OBAaPjIbX9vCgcQr0HKDE=/fit-in/200x150/filters:strip_icc()/pic4597144.jpg,"The old kingdom is in danger. Enemy armies are attacking from all directions thanks to the Dark Lord, who seeks to bring eternal darkness across the land.&#10;&#10;The only chance the players have in Roll for Adventure is to band forces to collect the fabled power stones to complete the magical amulet. If they succeed, they'll save the empire and win the game. However, should even one area fall under the control of the Dark Lord, the players lose the game immediately.&#10;&#10;",2,4,10,30,30,30,926,6.80968,5.93776,1.24782,0.0,1919,57,45,387,189,23,2.0435
