id,name
1466,Zvezda
52,GMT Games
4,(Self-Published)
9074,Bard Centrum Gier
27022,Chrononauts Games
570,Udo Grebe Gamedesign
8759,Wargames Club Publishing
23202,Stonemaier Games
30213,Fire on Board Jogos
29242,Ludofy Creative
5400,Matagot
28323,Morning
33706,Dire Wolf
33626,Lucky Duck Games
48648,YingDi (旅法师营地)
9,alea
34,Ravensburger
5530,Giochi Uniti
858,Grow Jogos e Brinquedos
29412,Awaken Realms
47684,Rebel Studio
4384,Repos Production
9634,KADABRA
6214,Kaissa Chess & Games
31904,Ponva d.o.o.
32645,Sombreros Production
44209,Ігромаг
8401,PD-Verlag
7496,Egmont Polska
3,Rio Grande Games
2861,Ystari Games
7,Warfrog Games
7097,"FRED Distribution, Inc."
24298,FunBox Jogos
6275,HomoLudicus
9234,"Swan Panasia Co., Ltd."
50565,Bluebird Games
7162,Brain Games
40415,Divercentro
44241,Regatul Jocurilor
25624,Leder Games
30571,2Tomatoes Games
21608,CMON Global Limited
37959,MS Edizioni
2726,Portal Games
36831,Quality Beast
39774,Tower Tactic Games
10848,dlp games
30383,Baldar
51066,BGA Plus
49615,MEEPLE
9499,Tasty Minstrel Games
38298,Starling Games (II)
42875,Abraxas
13274,Penny Arcade
28072,Renegade Game Studios
27470,Lucrum Games
22651,Origames
221,WizKids (I)
3023,NECA
140,Splotter Spellen
3888,Stratelibri
42,Tilsit
46567,VAKKO
234,Lookout Games
24867,Gemenot
10,Mayfair Games
34793,Cool Mini Or Not
21020,Guillotine Games
22593,Chip Theory Games
46544,Dice Realm
38209,Gameland 游戏大陆
14813,Compaya.hu: Gamer Café Kft.
51,Hasbro
8313,Smart Ltd
33525,Game's Up
44532,Fishbone Games
39354,Delicious Games
35491,Atalia
29154,数寄ゲームズ (Suki Games)
39814,Wehrlegig Games
7251,Giochix.it
15108,Spielworxx
37,KOSMOS
21640,GP Games
8822,Ideal Board Games
31372,Igroljub
22,Piatnik
29156,Mindclash Games
42325,Grok Games
2862,The Game Master BV
25973,Zacatrus
58,2F-Spiele
7581,Runadrake
27082,Kingdom Death
26892,Karma Games
31815,Czacha Games
8351,Gen-X Games
30034,Pixie Games
10562,hobbity.eu
44349,Mosaico Jogos
40058,Skellig Games
14407,Riot Games
28415,GoKids 玩樂小子
17654,Serious Poulp
38,Schmidt Spiele
46474,CMYK
8845,G3
2164,North Star Games
44340,YellowBOX
50643,Fruhling-Honpo
171,(Public Domain)
3320,(Unknown)
47309,BrownCastle Games
755,Carrom Company
25960,Cogitate Games
7804,Crokinole World
5686,Felsberger
1562,Ferti
18842,Hilinski Brothers
9942,"Industries Prince, Inc."
5722,John Jaques of London
45738,M. B. Ross
9552,Mayday Games
6261,Mitra
5691,Mr. Crokinole
18843,Muzzies' Country Lane Woodshop
304,Noris Spiele
30166,Tischlerei Knels & Jeske GmbH
40273,Tracey Boards
7867,Willard
45938,Wooden Games Crokinole
40102,Wooden You Know Crokinole Boards
38363,Next Move Games
40462,Orangutan Games
9215,TWOPLUS Games
50230,Бельвіль
5977,Czech Board Games
3242,Raven Distribution
9459,Garphill Games
35928,Banana Games
30490,Ediciones Primigenio
27480,Fever Games
37975,株式会社ケンビル (KenBill)
26474,Action Phase Games
10290,Indie Boards & Cards
29895,Frosted Games
33010,SD Games
29,ABACUSSPIELE
8500,Gabinete Lúdico
9465,Gamesinitaly
29907,Games Factory Publishing
18529,NSKN Games
26630,Board&Dice
41518,Bucaneiros Jogos
25996,Jumping Turtle Games
1027,Days of Wonder
133,Hans im Glück
13,Wizards of the Coast
30521,Mandoo Games
32581,PaperGames (III)
42760,Yayoi The Dreamer
83,R&D Games
37681,Fabrika Igr
1280,FoxMind
22701,Game Salute
3490,HUCH!
10663,Quined Games
37459,Summon Games
403,Användbart Litet Företag
41,Descartes Editeur
531,Esdevium
4696,Quined White Goblin Games
4303,What's Your Game?
253,Editrice Giochi
12884,Pearl Games
74,ASS Altenburger Spielkarten
9235,Stupor Mundi
14078,Vennerød Forlag AS
36818,Mosigra
32651,Bright World Games
39751,Do it games
28640,LudoSentinel
105,R&R Games
42733,Flatout Games
396,Alderac Entertainment Group
48941,Boardgame Mall
40510,Delirium Games
44898,Little Rocket Games
35566,The City of Games
49208,Asmodee Korea
46577,Dragonfly Publishing
22650,GeGe Co. Ltd.
41676,Liam Games
28082,Нескучные игры
21341,CZ Cloud Soft Co. Ltd
3176,Top Licence Games
6352,Le Scorpion Masqué
40920,2 Pionki
6784,Bergsala Enigma (Enigma)
48438,Games7Days
8439,Happy Baobab
44140,Editions Philibert
17551,Ammonit Spiele
26598,Gigante Jogos
9382,Hutter Trade GmbH + Co KG
23296,Passport Game Studios
44144,Buró
39058,Surfin' Meeple
34501,Boardgame Space
38045,Cuaca Cerah Games
36981,Feelindigo
22763,Golden Egg Games
40841,Land of Beautiful Mind (سرزمین ذهن زیبا)
22973,"More Fun Co., Ltd."
11107,Nordic Games GmbH
24631,cutia.ro
42043,IUVI Games
3534,Martinex
39755,17wanzy (Yihu BG)
26427,Grey Fox Games
31839,Corax Games
27389,Don't Panic Games
26107,Thunderworks Games
29487,Ogry Games
38777,Outland
35831,The Wood Games
29085,Paladium Games
10739,Взрослые дети
14104,OKAZU Brand
1009,APE Games
549,Sleuth Publications
25842,Space Cowboys
1078,Ben Sanders Co.
111,Casper
150,Chessex
435,International Team
45510,Rawstone
112,Target Games
29629,"二見書房 ( Futami Shobo Publishing Co., Ltd. )"
26638,Bureau de Juegos
40171,Funiverse
31523,Keymaster Games
30091,Tranjis Games
40312,Sand Castle Games
18617,Red Raven Games
917,dV Giochi
26840,Keep Exploring Games
41030,Lotus Frog Games
45845,Strohmann Games
36961,Burnt Island Games
33845,Grand Gamers Guild
36754,Board Game Circus
43240,Hobby Game Mall
39637,Enjoy Game
65,Winsome Games
517,Upper Deck Entertainment
26542,Wise Wizard Games
29087,ADC Blackfire Entertainment GmbH
1386,Group SNE
1179,Peliko
694,Oxygame
27121,La Boîte de Jeu
6760,Blackrock Games
38574,Evrikus
26380,FoxGames
42145,Kobold Spieleverlag
38392,MEBO Games
46431,MTS Games
44181,Studio Supernova
40599,Salt & Pepper Games
3096,Argentum Verlag
3668,KDS Distribuzione
26604,Blue Cocker Games
38131,Deep Water Games
37230,Dude Games
30155,GateOnGames
504,Nexus Editrice
5527,Fantasy Shop
855,Phalanx Games B.V.
19047,FoxMind Israel
37883,Fun Consortium
9960,Maldón
5787,Morapiaf
34627,Nasza Księgarnia
14439,Far Off Games
6347,GameWorks SàRL
45523,Yes Papa Games
36949,Kayenta Games
10754,Plaid Hat Games
24042,Cube Factory of Ideas
36210,Lanlalen
42061,Tesla Games
5774,Bézier Games
4335,Competo / Marektoy
25406,Planszoweczka.pl
30113,Viravi Edicions
40576,Funtails
31099,House of Monks
21847,Pandasaurus Games
21491,Gordion Games
23628,Monkey Time
16688,11 bit studios
27654,Pendragon Game Studio
24489,Foxtrot Games
21756,Floodgate Games
24453,Panda Game Manufacturing (PandaGM)
11420,"Gale Force Nine, LLC"
33154,Kronos Games (Krogam)
50606,Cryptic Cardboard
50609,Cryptic Cardboard
41167,Popcorn Games
16826,Ludonova
4130,Wydawnictwo Gołębiewski
47851,Gameology (Gameology Romania)
34778,Last Level
43014,Baborka Games
43740,Board Game VN
50696,CoolPlay
32569,JD Éditions
92,3M
404,Alga
362,Ariel Productions Ltd
5,The Avalon Hill Game Co
4922,Barnes & Noble
4680,Borras Plana S.A.
35302,Brybelly
6765,Carl Weible KG
3828,Carlton Books
1307,Cathay
5314,"Cayro, the games"
2401,CHH Games
586,Copp Clark Publishing Company
17388,Creative Crafthouse
193,Crisloid
485,Dal Negro
11320,Dilemma Games
3082,Dujardin
377,Dynamic Games / Dynamic Design Industries
64,E.S. Lowe
11188,Fame Products
2456,"The Game Crafter, LLC"
16977,"The Game Keeper, Inc."
280,Gamma Two Games
958,Gammon Games
23107,General Sportcraft Company
10215,Gentosha Education
5085,Geoludie
3488,Ha Ha Sisters LLC
5247,Hartung-Spiele
3392,Hausser
19020,Hebsacker Verlag
6262,HEMA
5789,Hobby
9187,Ishi Press International
25837,J.P. Raymond Rivarola
4111,"Japan Publications, Inc."
291,"John N. Hansen Co., Inc."
335,Jumbo
26131,L'Impensé Radical
6266,L. P. Septímio
12135,Longfield Games
8253,Michael Stanfield
20,Milton Bradley
33127,Mitsubishi Fuso
16715,Monkey Pod Games
10094,nestorgames
99,Otto Maier Verlag
1781,Pacific Game Company
1530,Philos
1226,Play All Day Games
50298,Ponnuki
945,Reiss Games
9188,"Sato Kei Shoten Co., Ltd."
4668,Schmidt International
37270,Shin Kwang Baduk
433,Skor-Mor
288,Spear's Games
2972,Das Spiel
26130,Spielquader
10880,Volume-One Products
95,Waddingtons
3245,"Wm F. Drueke & Sons, Inc."
7506,Wood Expressions
9301,Woodstock Spiele
16758,"WorldWise Imports, LLC"
13414,Yellow Mountain Imports
7537,ZTS Plastyk
29313,Osprey Games
28620,25th Century Games
42294,Precisamente
1901,Überplay
31987,Windrider Games
39686,Across the Board
39794,Toy Box Games
114,Fata Morgana Spiele
19148,Playhouse Ltd
27878,TIKI Editions
5020,Ísöld ehf.
3395,Midgaard Games
3504,Möbius Games
44407,Nordic Games ehf
2528,Paper Iyagi
131,Venice Connection
1511,Ventura Games
40244,Delight
934,Bandai
31413,Sherlock S.A.
137,Don & Co.
7473,"Smart Toys and Games, Inc."
1905,Spin Master Ltd.
34112,Goat Wolf & Cabbage
14966,Print & Play Productions
48461,Sunnygeeks
6926,Excalibur (Board Game)
2778,Pro Ludo
33419,Edition Spielwiese
16755,Artipia Games
48430,Nova Era (Нова Ера)
7530,Spilaborg hf.
108,Gamewright
18856,"AURUM, Inc."
2691,Cocktail Games
30940,Hemz Universal Games Co. Ltd.
87,Zoch Verlag
29636,EmperorS4
10782,Takamagahara
29590,COLON ARC
47533,Diversion (دایورژن)
38846,PopcornEdu
32523,Quick Simple Fun Games
26720,Spaghetti Western Games
29082,Breaking Games
17130,HOT Games
10970,MESAboardgames
29786,Playagame Edizioni
40652,GRRRE Games
16092,Hachette Boardgames
38709,VR Distribution
23031,Magellan
8795,Playgo Hungary
44580,Board Game Rookie
47,Queen Games
10946,M-Ágnes
24215,Drosselmeyer & Co. Ltd.
6267,Odysseia Jogos
22649,Oink Games
33999,"Phantasia Co., Ltd"
8450,Phalanx Games Deutschland
9426,Phalanx Games Polska
4569,Cambridge Games Factory
17080,Boat City
11688,Ludonaute
45494,EVA GAMES
39594,Hunter & Cron
7340,Astrel Games
7335,Ceilikan Jogos
3954,Skandinavisk  Spil Kompagni
5022,Blue Orange (EU)
491,Blue Orange Games
27221,Coiledspring Games
34940,Le Grand Massif
12047,Oliphante
9051,Libellud
36274,Mondo Games
34846,Restoration Games
49417,Lucky 6ix
38305,Mancalamaro
38448,TCG Factory
28088,Klask ApS
30391,Big Potato
50837,CLD Distributing
1765,Dino Toys s. r. o.
34638,FantasTies
17159,Game Factory
27405,InterHit
35126,Roland's Revenge Games
36896,Kolossal Games
38822,Board Game Box
26,Games Workshop Ltd.
6521,Tropical Games
8617,Idea Edizioni
12054,Mass Games
11453,Microsoft Game Studios
3446,Ubik
13433,Minion Games
25866,Looping Games
36015,"Orange Nebula, LLC"
582,Gen42 Games
4570,Crómola
23494,Oficina do Aprendiz
14368,Productief BV
6350,Smart Zone Games
12402,Tantrix UK Ltd.
4675,Vendetta
25654,conception
17812,Arcane Wonders
50638,DICE TOWER ESSENTIALS
30928,Igiari
27795,minimalGames
9695,Clever Mojo Games
11199,LocWorks
27777,Pensamento Coletivo
31120,Jelly Jelly Games
792,Crown & Andrews Ltd.
2400,Desyllas Games
454,Goliath Games
153,Ideal
634,The Op
31036,Plasto
28648,Randolph
27490,WOW! What a World of Entertainment AB
8007,Victory Point Games
34669,Fowers Games
1001,(Web published)
49480,Choo Choo Games
50506,NizaGams
28545,Petersen Games
24792,Green Eye Games
37680,Edinorog
24886,Ninive Games
5382,"Valley Games, Inc."
23957,Gamelyn Games
7578,Kellogg's
33618,Fractal Juegos
27947,Vagabund
34963,Mysterious Island Games
28773,Pretzel Games
22652,Marabunta
7552,Kanai Factory
26885,963.com
12031,Black Monk
5885,Japon Brand
26138,Magpie (Korean Co)
19,Steve Jackson Games
4871,"Avalon Hill Games, Inc."
2962,PS-Games
5392,Schmidt France
4622,Selecta Spel en Hobby
7107,"Smart Games, Inc."
25970,F2Z Digital Media Inc.
28,Parker Brothers
39914,Indie Game Studios
39848,Zygomatic
18942,Sir Chester Cobblepot
15522,Rocks Games
19260,Bombyx
48236,Mostafil Games
50269,Salta da Caixa
17952,Redbox Editora (Redbox)
23599,UBO CnC
34209,Blackfire Games
47883,WoodCat
27151,Palm Court
31034,Megacorpin Games
43326,Taverna Ludica Games
11,F.X. Schmid
26883,Meeple Virus
18477,Top Toys
45931,Zito! Ώρα για παιχνίδι
28402,פרש משחקים: Game Knight
17748,Rightgames RBG SIA
28025,Ergo Ludo Editions
2,Moskito Spiele
5597,Laser plus
47140,گیمِ پندو (Pendo Games)
9139,Hall Games
27067,Fullcap Games
33809,Game Brewer
6189,Cappelen
44276,Vem Pra Mesa Jogos
27147,Monolith
33579,Mythic Games
40047,All In Games
5407,Asmadi Games
17899,Igrology
24589,Gremlin Project
42144,Grimspire
333,Hartland Trefoil Ltd.
4225,ACE Pelit Oy
4259,Compendium Games
103,Gibsons
3458,Joc Internacional
5979,Spiel & Kunst
307,Welt der Spiele
1629,Histogame
196,Multi-Man Publishing
27603,Nauvoo Games
23760,kártyagyár
26623,Horrible Guild
50068,Yellow Star
50075,Yellowstar Games
11752,Level 99 Games
27674,Aporta Games
37575,Dal Tenda
5350,Granna
36731,Sharp Point Publishing
2476,Battlefront Miniatures Ltd
17246,A1 Games
34043,Chronicle Games (Board Game)
17179,IGAMES
12275,Treefrog Games
7978,Dr. Finn's Games
7325,ElfinWerks
89,Truant Spiele
6174,Ulisses Spiele
26991,Button Shy
40993,Funbox Editora
44152,KOZAK Games
8328,"Gemblo, Inc."
44563,Muduko
2024,Lui-même
44,Goldsieber Spiele
6,Historien Spiele Galerie (Historien Spielegalerie)
8322,Vision
29930,Cosmodrome Games
36803,Sylex
7747,"Academy Games, Inc."
7186,ASYNCRON games
44204,Spilbræt.dk
47258,Sovranti
6846,Flying Frog Productions
50617,Fun Supply
37222,Purple Meeple Games
1017,ABRA
25576,Adams Brothers & Shardlow Ltd.
22395,Air France
7533,Alexander
21371,Allied Van Lines
46857,Ancient Chess
993,Arrco Playing Card Co.
9729,Bar-Zim
8988,Bayerwald Spiele
16355,"Bello Games New York, Inc."
690,Berwick's Toy Co. Ltd.
4371,Big League Promotions Corp.
26112,Bisonte
73,Blatz
31386,Bozart Toys
225,Cardinal
24091,à la carte AG
30303,CCI India
507,Chad Valley Co Ltd.
4718,Challenge Master Game Co Ltd
1958,Character Games LTD
40061,Chess Geeks
41671,ChessUSA
16846,Chupa Chups
789,Classic Games
18726,Coca-Cola
38035,Colombine BVBA
11001,Comedy Central
41769,Comedy Partners
4652,Creative Educational Aids Pvt. Ltd.
38036,Darmon Diffusion
691,David Westnedge
4886,De La Rue
8234,DeAgostini
11947,Deuce
24954,Dourios
8942,DreamWorks
8359,Efko
12542,EnumeroCribbageBoards
445,Epoch Playthings
1731,Estrela
10964,Excalibur Electronics
17008,F. W. Woolworth Company
13397,Fifth Avenue Crystal Ltd.
2033,"Friendly Games, Inc."
200,Fundex
247,Golden
30324,Guigou
22399,H. Baron
2748,Hausemann & Hötte N.V.
62,Hexagames (I)
1375,Heyne
4721,Holdson
897,Homas Spelen
1758,House Martin
1195,House of Marbles
8856,House of Staunton
7112,Imaginarium
2257,innovative KIDS
8402,Inovac Rima SA
50805,Intex Syndicate
233,Invicta Games
18663,Italocremona
3277,K & C Ltd
19208,K.E. Mathiasen A/S
8565,King International
35495,Kingsway Inc
2965,Kitfix Swallow Group
127,Klee
11944,Klopffleisch
327,Lagoon Games
30355,Lardy International
734,LEGO
5816,Lindop (William Lindop LTD)
15351,Ludens Planet
1670,Magnetic Poetry Inc
2627,Majora
22807,Manchester United Football Club
19205,Marigó
11885,The Mark of Westminster
2547,Masters Games
93,"Mattel, Inc."
8931,MB Jeux
4554,MB Spellen
8760,Melissa & Doug
3789,Merit
3364,Millenium
30331,The Museum of Modern Art (MoMA)
39560,Musketeer Chess
11952,Neroulia
1326,"Nintendo Co., Ltd."
39048,The Noble Collection
45579,O'Gowna Studio
39888,Open Board Games
11187,Oriental Trading Company
209,Patch Products
486,Paul Lamond Games Ltd
2188,Pavilion
648,Peri Spiele
5942,Piet Hein A/S
1087,Pin International
2256,Pleasantime Games
11559,Poptoy
115,Pressman Toy Corp.
25511,The Purple Cow
22546,Ramsons
134,"Research Games, Inc. / Athol / RGI / ARC"
9358,Revanche Spelen
11875,Robin and Nell Dale
4450,Rong Fa
49342,Rosiness
48977,Rot Ceramic
1138,"Sababa Toys, Inc."
359,Selchow & Righter
4274,Si-Si-Spiele
30733,Spencer Gifts
2625,Sterling Games
32737,Studio Anne Carlton (SAC)
36742,Sunrise Chess & Games
6088,Super Accord
38218,Søstrene Grene
964,Tactic
8089,Tesco
38625,Tezuka Productions
2942,Thomas Salter Ltd
627,Toy Brokers Ltd
6367,U3
11954,Vilac
6102,Walt Disney Productions (Disney)
23115,Węgiel
5700,Western Publishing Company
11702,Westside Fun Games
3121,WHSmith
16793,Wicked Vision
9851,"Wiley Publishing, Inc."
59,Winning Moves Games (USA)
24955,Οδύσσεια
2738,E L & M Productions
18788,Fantasiapelit
38926,Houpaa
125,MultiSim
8266,Silver Stars Publishing
19309,Les 12 Singes
47429,Buly Games
1749,Interlude
4358,"Capcom Co., Ltd."
31418,Catan Studio
496,danspil
26990,Dexy Co
116,Eurogames
4417,Hanayama
29036,IntelliGames.BG
2654,L&M Games
3533,Logojogos
13481,TRY SOFT
9413,Ludically
26030,Grandpa Beck's Games
37303,OPEN'N PLAY
19187,Sweet Games
36119,Morning Players
45074,Melmac Games
8,AMIGO
4819,Dr. Wood Challenge Centre
5640,Kikigagne?
2956,Shafir Games (המשחקים של חיים שפיר)
2919,Damm / Egmont
8785,Egmont Litas
900,Green Board Game Co.
405,Kärnan
4977,Kirjalito
1594,Litor
2378,Copag Cards
6818,Corfix
7772,Mercurio
27545,Tempo Games (I)
4192,"Deep Thought Games, LLC"
31085,Golden Spike Games
7365,Play Factory
6567,Adventureland Games
9287,Kanga Games
4238,Paizo Publishing
4428,Black Book Éditions
101,Sierra Madre Games
28765,Ion Game Design
36700,Flick Game Studio
47901,Curiosity Games
11611,Sugorokuya
384,HABA
46505,"Nabita World co., Ltd."
50576,Craftando Jogos
49,Columbia Games
40614,Asobition (アソビション)
48742,Dice&Bones
23976,Kayal Games
26450,Succubus Publishing
28790,Daily Magic Games
36693,Crazy Pawn Games
14188,Beacon Multimedia S.A.
29198,PSC Games
44955,Jing Studio
48587,Midnight Jungle
6011,Oya
11788,Epic Games
42511,Djama Games
42728,FunMIll.ru
39068,Road To Infamy Games (R2i Games)
254,University Games
1020,Nürnberger-Spielkarten-Verlag
23600,La Mame Games
41026,After 5 Games
29797,El Dragón Azul
25022,Igrato
35671,Mind Bottling Games
43169,リゴレ (rigoler)
585,Surprised Stare Games Ltd
16837,Sit Down!
26421,Tíkallinn
18701,Ankama
25185,Brain Picnic
43387,Mar Lúdico
47202,Neptuno Games
36580,Elf Creek Games
46507,Happy meeple games
46012,Devil Dice Games
27311,Grail Games
42898,Funko Games
6015,Hurrican
4524,Neuroludic
43876,Metafactory Games
44560,Dice High Company
36504,Boardcubator
13103,El Greco
4539,MB Giochi
17039,MB Juegos
17055,MB peli
17072,MB spel
6290,MB Spiele
26091,MB spil (Danish)
1390,Takara
26024,IDW Games
22936,Nazca Games
21134,"The Lumenaris Group, Inc."
562,Endless Games (I)
5320,Nelospelit
2891,Pando Games
55,"U.S. Games Systems, Inc."
27876,Odd Bird Games
26484,Ludus Magnus Studio
12024,Cryptozoic Entertainment
102,Decision Games (I)
28847,Formal Ferret Games
43382,Black Sea Games
46419,Brain Star
1312,Gamemasters Inc.
36041,Parallel Games
16605,Common Man Games
12106,Stone Blade Entertainment
26236,Ultra PRO
28175,5th Peg
14618,Acme Ruler Company
4074,Are-Jay Game Company
16336,C.R. Gibson
229,Decipher
22978,Double Diamond
23566,Field Mfg. Co.
7919,Frameworth Sports Marketing
40076,Gapple
9938,Halsall
19013,Horn
859,Hoyle Products
698,JK Games
19238,John Player & Sons
3922,John Waddington Ltd.
21378,Lash's Bitters
6720,MacGregor Historic Games
10710,Man-indo
25006,Montrose Games LLC
19229,Nu-Bef
668,Playtoy Industries
21373,Schweppes
468,The United States Playing Card Company
18715,W. D. & H. O. Wills
329,Whitman
42204,Mirakulus
26001,Spiele-Offensive.de
13476,Wonder Forge
6108,"2K Games, Inc."
12114,"Firaxis Games, Inc."
7383,Catalyst Game Labs
1869,Diseños Orbitales
16358,ISA
1064,"Games Research, Inc."
12879,Intellectual Diversions
1338,Jedko Games
16499,Kipo's
2721,Kod Kod
920,Miro Company
807,Mondadori Giochi
4653,Parker Spiele
272,Philmar
12819,Waddington Sanders Ltd.
22515,"SchilMil Games, Ltd."
49060,JOYPIE
7452,Österreichisches Spiele Museum e.V.
29691,Sinister Fish Games
47767,Novelty Corp
33459,Tulip Games
13583,XGen Studios
6508,Hexasim
27402,HC Distribuzione
39164,BoardGameTables.com
765,Educational Insights
3363,Alary Games
4752,"Beverly Enterprises, Inc."
5967,Divisible By Zero (DBZ) Aust Pty Ltd
8835,Educa Korea
4440,Euro World
8574,Hodin
239,QfreeGames
530,Sekkoia
9466,Winning Moves France
151,franjos Spieleverlag
26162,Wyrd Edizioni
13655,"Arsenal Publishing, Inc."
46430,GAMEARChive
30713,Magic Store Srl
43146,Pravi Junak
206,Jolly Roger Games
32922,ThunderGryph Games
42414,BGNations
3501,A. F. Blake Enterprises
39470,Blake Enterprises
1270,Front Porch Classics
17427,Inca Perudo
117,International Games
29195,L4 Studios
6623,McNaughty Games
5621,Mr. B Games
1902,Outset Media
45802,Planet Finska
868,"Reveal Entertainment, Inc."
3576,Simmons Games
28862,GDM Games
27811,Geek Attitude Games
34681,MoveTheGame Edizioni
49167,NewGame
46446,Moria Games
2843,JKLM Games
8844,El Viejo Tercio
29430,BLAM !
16102,ABBA Games
1772,Clipper
1060,Ediciones de Mente
1705,Face2Face Games
17447,förlAgo AB
46565,Gonggan27
417,Palitoy Ltd.
17424,Dice Hate Me Studio
22208,Yemaia
33570,Good Games Publishing
34033,Alley Cat Games
29738,Snowdale Design
41488,Board Game Leisure
44533,Bragelonne Games
2406,StrataMax Games
10708,Elzra Corp. (Elzra)
4419,Sunriver Games
82,Funagain
3743,Nash Games
31638,Inside the Box Board Games LLP (ITB)
34182,Second Gate Games
15891,Uhrwerk Verlag
5268,Trefl
17028,Van Ryder Games
22143,Two Lanterns Games
29340,Meromorph Games
5095,Hobby Base
5603,Atlantic Playing Card Company
6449,Chas Goodall & Sons Ltd
14920,Playbox
1120,TAG
154,Yaquinto
26059,K. Fisher Enterprises Ltd.
21,Canada Games
39558,Gametrade Distribuzione
5936,Modiano
3118,KDS Distribuzione (Italy)
25933,BakaFire Party
30739,Portal Dragon
25637,GameField
11605,A. D. Richter & Cie.
11812,Blizzard Entertainment
8316,Brevete S.G.D.G.
19242,Carlsberg
32807,Chinese Arts & Crafts
2157,Educa Borras
6689,Franz Schmidt
11607,Golconda
16700,Grapet
11747,Guanhua (冠華)
1425,H. P. Gibson & Sons
41311,Intercontor AG
9108,John Lewis
661,John Sands Pty Ltd
16652,Kerry's Mah Jong
11746,KR
25318,Laurence King Publishing Ltd
451,"National Games, Inc."
10007,"National Mah Jongg League, Inc."
406,Olsen
3897,Perry & Co. Ltd.
11606,Royal Depth
4281,SPM: Syarikat Permainan Malaysia
48404,"Spółdzielnia Rzemieślnicza Wielobranżowa ""Przemysław"""
8667,SYU Creation
11953,Zontik Games
43330,Imagine Jogos
6756,Playgo Ltd (Hong Kong)
9390,SpinBottle Games
1649,Grimpeur
9469,Kossetsu Games
34314,Sunny Games
2429,Wiggles 3D
3013,Fragor Games
36249,Game On Publishing LTD
23664,Brotherwise Games
7648,Amo Oy
50751,Happy Color
34201,Cosmic Games
38360,Forbidden Games
27515,Switch Games
32841,Druid City Games
12,Cheapass Games
33238,James Ernest Games
35230,Wyrmwood Gaming
40465,Calamity Games
2883,MindWare
21438,Éveil & Jeux
38674,"Inter Hobby Co., Ltd."
32140,Lúdilo
37148,Ninth Haven Games
29693,UTSUROI
47476,Geronimo Games
50993,Hachette Board Games UK
35166,Sorry We Are French
17184,Asylum Games (Board Games)
23993,Mercury Games
29413,Saashi & Saashi
23677,Big Fun Games (Board Game)
22905,Homosapiens Lab
49278,Asmodee Spain
75,Ragnar Brothers
31373,PieceKeeper Games
39456,Roomiz Games
22785,Five24 Labs
42203,funbot
46520,Poketto
34905,Saikorodo
45315,BoardBros
28987,"Pencil First Games, LLC"
29998,Emperor Penguin Games
81,Bambus Spieleverlag
27171,Drawlab Entertainment
38152,Playhouse
10881,Piece Craft
24222,Purple Brain Creations
76,Looney Labs
43891,Grand Trunk Games
4315,Wild Heaven
30685,AVStudioGames
24881,LudiCreations
39453,Side Room Games
45383,TGG Games
43864,Treetato Studio
12553,Fjölvaútgáfan
28651,Catch Up Games
34784,Editora New Order
